,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
69,221ZnMx1wtrmOt2tDp4jvJ,Sakurako Ohara,Passion,I am I,19,228253,False,0.693,0.832,10,-2.008,1,0.0333,0.145,0.0,0.106,0.523,119.95,4,j-idol
70,5R2ZDKN9EOQxg2ApKCfTYh,Gal Costa;Zeca Baleiro,Maxximum - Gal Costa,Vapor Barato (feat. Zeca Baleiro),40,411733,False,0.537,0.403,9,-10.054,0,0.0356,0.533,0.0,0.966,0.237,123.647,4,mpb
71,6Z6XZ1sX43ADPgSxYBwPEU,Peter Wackel,Wir sind top auf'm Mountain,Wir sind Top auf'm Mountain,28,224514,False,0.67,0.927,1,-3.047,1,0.1,0.0469,0.0,0.284,0.872,132.048,4,party
72,4NAM8AbGxIkzUWlTojNBzI,Alka Yagnik;Kumar Sanu,Rang (Original Motion Picture Soundtrack),Kahin Mujhe Pyar Hua Toh Nahin,46,423986,False,0.444,0.714,7,-7.362,1,0.0387,0.787,0.00768,0.568,0.752,83.98,4,k-pop
73,4Ef4F9tbb9XcAJwBIdoag7,Millencolin,Pennybridge Pioneers,Stop to Think,34,132600,False,0.358,0.967,11,-3.205,0,0.135,0.000282,0.0,0.225,0.579,137.395,4,hardcore
74,2Gd7x92yhLBkK29XenAjjX,Akanksha Sethi,Thoda Sa Theher,Thoda Sa Theher,31,205714,False,0.684,0.181,1,-13.823,1,0.0346,0.852,1.12e-06,0.0985,0.325,140.038,4,songwriter
75,4ToqbHMm2DZrk9hG01RHh7,RDN;Vitinho;Caju Pra Baixo,"RDN e Amigos 2, Bloco 1",Fulminante,38,102989,False,0.487,0.702,4,-7.961,1,0.0356,0.189,0.0,0.671,0.905,163.979,4,samba
76,4b3f0U8gOfJKyxB8cYdCiw,I Prevail,Bad Things,Bad Things,62,228260,False,0.5,0.844,5,-5.263,0,0.064,0.000791,9.54e-05,0.274,0.141,92.044,4,metalcore
77,5ZWodvcCq8kTLjfy821dRO,Piotr Wiese,Waiting for You,Waiting for You,57,139109,False,0.215,0.109,0,-27.799,0,0.0321,0.994,0.873,0.166,0.483,88.886,3,piano
78,4TRIU5zQl9EwTi94K5E54R,Dezza;Dan Soleil,"44° North, 63° West",My Breath,50,181000,False,0.699,0.771,7,-5.405,1,0.0299,0.0173,0.0168,0.318,0.366,123.991,4,trance
79,3gVhsZtseYtY1fMuyYq06F,Rammstein,Mutter,Sonne,74,272440,False,0.51,0.917,4,-4.806,0,0.0854,0.0054,0.000133,0.396,0.313,75.098,4,alt-rock
80,0g5EKLgdKvNlln7TNqBByK,DJ Snake;Bipolar Sunshine,Encore,Middle,76,220573,False,0.583,0.695,9,-5.336,1,0.0423,0.0141,0.0,0.0527,0.224,104.879,4,edm
81,56fkAaSu91c1E2k43wGPFC,MASN,How To Kill A Rockstar,Psycho!,68,197217,True,0.876,0.312,7,-10.17,1,0.0521,0.443,0.0,0.247,0.377,114.973,4,chill
82,41VQsZP0pOHnWCPTfcp5r4,Andy Moor;GXD,Black Hole Trance Music 10-22,Resurrection - GXD Extended Remix,0,352027,False,0.473,0.947,11,-3.534,0,0.0374,0.000525,0.885,0.342,0.488,134.967,4,progressive-house
83,6UtgZQh2VPHv1JT2HwJT5R,Rik Gaynor,Kids That's A Party!,The Witch Doctor,10,172225,False,0.849,0.854,0,-7.093,1,0.193,0.0669,0.0,0.076,0.757,135.992,4,kids
84,0qvoxfYodIfe14gaidhnsV,Anirudh Ravichander;Yuvan Shankar Raja,Master (Original Motion Picture Soundtrack),Andha Kanna Paathaakaa,62,194500,False,0.747,0.86,6,-4.071,0,0.279,0.301,0.0383,0.0743,0.625,90.445,4,hip-hop
85,05plS1JmxIeJd7izkQ0rkC,Vaboh,I’m Sick of Trying,I’m Sick of Trying,52,188054,True,0.432,0.482,5,-9.756,0,0.156,0.518,0.0,0.109,0.438,83.054,4,emo
86,77enz5hl8RicxrbPB56VXQ,Imaginary Future;Kina Grannis,I Will Spend My Whole Life Loving You,I Will Spend My Whole Life Loving You,59,227619,False,0.637,0.129,11,-17.082,1,0.0346,0.887,0.0,0.0719,0.298,125.802,4,folk
87,4JqWoeNVXPoeSoQVh8H9kn,George Jones;The Jordanaires,Sings the Great Songs of Leon Payne,Take Me,17,162539,False,0.453,0.296,11,-13.752,1,0.0343,0.779,0.000356,0.151,0.451,77.296,4,honky-tonk
88,5GvETsREHs4ikWMtd2SUUO,Everything But The Girl,The Language of Life (Deluxe Edition),Driving - Acoustic,23,147226,False,0.369,0.19,11,-13.443,0,0.0331,0.885,0.0,0.112,0.359,174.028,1,trip-hop
89,6Mp9HT5VbhliOB0nizJw8c,Guadalcanal Diary,Flip-Flop,Always Saturday,26,254600,False,0.477,0.491,9,-15.01,1,0.0417,0.0476,2.71e-06,0.0677,0.68,130.706,4,power-pop
90,7rbQTETYvPy8mgaGZSImkB,Hank Williams;Drifting Cowboys,The Original Singles Collection . . . Plus,My Heart Would Know,12,146106,False,0.69,0.201,0,-12.911,1,0.0358,0.704,0.0,0.349,0.665,122.04,4,honky-tonk
91,05eV1d7xEeUse9ceyKWjMe,Holly Humberstone,Mega Hits Autumn/Fall 2022,Friendly Fire,0,222800,False,0.465,0.602,10,-9.664,1,0.078,0.806,0.00145,0.101,0.595,159.905,4,alternative
92,0KAFjeQ6jpmtKP4CW9m5X6,The Mayries,you broke me first,you broke me first,46,190981,False,0.656,0.3,4,-9.905,1,0.0349,0.87,0.0,0.0956,0.369,120.006,4,acoustic
93,0A5mmNP2Lk8mfCJjWWQvz7,Droplex,Bangara,Bangara - Original Mix,40,255000,False,0.952,0.573,3,-5.451,0,0.181,0.0156,0.45,0.0984,0.128,127.993,4,minimal-techno
94,6Hm0puO7cZcLwiXwGT27cf,Jobii,Dewdrop,Dewdrop,26,154147,False,0.485,0.578,4,-9.5,0,0.0567,0.689,0.948,0.147,0.0623,142.012,3,study
95,5CUGpOsAYbD6ENpCcsNCt8,Yemi Alade,Best Afrobeat Tunes,True Love,0,235875,False,0.749,0.602,5,-5.097,1,0.0798,0.0313,0.000543,0.0337,0.965,120.022,4,dancehall
96,4jcIsQPXUXp866w3lT5AzO,brakence,caffeine,caffeine,58,198346,True,0.44,0.755,1,-5.982,1,0.413,0.107,0.0,0.0802,0.91,88.907,4,sad
97,2TwM6FmWDMSBDdKYOsWKdy,Bobby Day,The Rockin' Adventures of Bobby Day,Rockin' Robin,47,156293,False,0.549,0.686,7,-10.313,1,0.136,0.291,0.0,0.201,0.926,172.601,4,rock-n-roll
98,4dhMxlB0xQXYafSN13NPft,Almafuerte,Ultimando (Cotidiafonos Volumen 1),Patria al Hombro,38,232453,False,0.244,0.955,9,-3.111,1,0.131,0.000932,0.0,0.139,0.461,161.811,4,metal
99,0hnUdyxN1I87cwHunLCCgR,DJ Ötzi,Best Of Karneval,Hey Baby - Remastered 2019,0,220506,False,0.565,0.979,7,-5.456,0,0.0692,0.000251,3.83e-06,0.937,0.508,130.0,4,party
100,5Hup9929IAMtVWPWcwMtu4,Tomas Ledin,Tillfälligheternas spel,En dag på stranden,39,258493,False,0.813,0.482,1,-11.19,0,0.0327,0.0878,0.000167,0.0824,0.886,113.961,4,swedish
101,1gcESexgftSuLuML57Y69q,Free,Fire And Water,All Right Now,73,330643,False,0.787,0.472,2,-12.824,1,0.0832,0.221,0.000336,0.153,0.824,120.059,4,british
102,1aIwLdbIrz6leScVvYZkid,Eterna Inocencia,Entre Llanos y Antigales,Puente de Piedra,30,279400,False,0.467,0.976,1,-5.369,0,0.0911,0.000487,1e-06,0.275,0.155,146.005,4,hardcore
103,2ftEtuT6zgVPEXgRPTgAtM,Left Alone,Mile High,Mile High,31,185513,False,0.463,0.974,2,-5.189,1,0.0477,0.00102,0.00245,0.31,0.885,184.872,4,ska
104,5VJQr2EMdzXZFjvInyp4AC,Brennan Savage,Badlands,Lonely World,58,102857,False,0.323,0.67,4,-7.009,0,0.104,0.0124,0.185,0.168,0.179,84.137,4,emo
105,5aQe0faFOjeskrHwpleXLJ,When Chai Met Toast,Yellow Paper Daisy,Yellow Paper Daisy,55,199772,False,0.428,0.442,7,-10.485,1,0.0303,0.775,0.000132,0.0818,0.687,105.829,4,folk
106,32T0a7ZT2K4mI2kr9AfvrT,DJ Pierre;Todd Terry;Vonny & Clyde,Elevator (Lift Me Up),Elevator (Lift Me Up),15,317419,False,0.807,0.839,1,-10.969,1,0.0512,0.000367,0.836,0.276,0.62,124.01,4,chicago-house
107,6PAr1wwpxJQhHn2c6wKN4O,Tommy Ice,Forever,Forever,54,160114,True,0.796,0.495,8,-9.895,0,0.251,0.689,0.0,0.107,0.506,120.001,4,sad
108,4ppG3XawSqo2b0qpq4E3vb,Armin van Buuren;Davina Michelle,Hold On,Hold On,55,207727,False,0.603,0.738,7,-5.464,0,0.0646,0.037,2.24e-06,0.16,0.327,132.047,4,trance
109,2ij2LJMzAbrc8Z4TL2ANPx,Ewa Konstancja Bułhak,Bambukalambu,Na drogach i bezdrożach,18,120346,False,0.528,0.376,7,-10.669,1,0.066,0.852,9.57e-06,0.219,0.618,81.321,4,disney
110,2MWjwvJD5Khi8XQ4YPAcTn,Blastoyz,Mandala,Mandala,53,357482,False,0.625,0.949,6,-5.756,0,0.106,0.0174,0.838,0.176,0.236,143.019,4,trance
111,6dNLlkfb0i7RfjZlAnJ13M,Håkan Hellström,Äntligen på väg,Äntligen på väg,23,167613,False,0.285,0.523,5,-6.8,1,0.0282,0.497,0.597,0.238,0.394,94.074,4,goth
112,6A6PDawvZIfnJHW40sBHzz,The Score,ATLAS,Miracle,59,206400,False,0.638,0.766,11,-4.12,0,0.0368,0.0621,0.0,0.273,0.588,129.987,4,alt-rock
113,3seqKGlE2t491MHIdjr1Ns,Momoiro Clover Z,桃も十、番茶も出花,MOON PRIDE,20,221479,False,0.429,0.959,5,-1.472,1,0.0783,0.35,0.000368,0.0606,0.752,172.653,4,j-idol
114,1U1DPITWh5M62hz7SvD2gP,Plácido Domingo;Orchestra Del Teatro Dell'Opera Di Roma;Orchestra del Maggio Musicale Fiorentino;Zubin Mehta,The Three Tenors - In Concert - Rome 1990,"Tosca, SC 69 / Act 3: ""E lucevan le stelle"" - Live",19,160000,False,0.181,0.382,11,-12.775,0,0.0529,0.986,0.0324,0.66,0.113,87.467,4,opera
115,7f5Z2XqZPKECoY2jY2Om1U,Motive,Tirat,Sherlock Holmes - Tirat,41,177959,True,0.643,0.706,0,-8.481,0,0.161,0.135,6.7e-05,0.721,0.491,147.084,4,turkish
116,3LqvmDtXWXjF7fg8mh8iZh,Billy Joel,The Nylon Curtain,Pressure,59,280333,False,0.548,0.68,9,-8.675,0,0.0474,0.0148,0.000949,0.0877,0.851,148.494,4,piano
117,52IFB7DWC4B4qwv1LFvvgx,Agoraphobic Nosebleed,Agorapocalypse,Timelord Two (Paradoxical Reaction),13,183373,False,0.352,0.859,1,-5.102,1,0.163,1.69e-05,0.538,0.262,0.386,177.914,3,grindcore
118,75ig6s8C6biFlBeGyHAQ3g,Matchbox Twenty,The Matchbox Twenty Collection,Cold,27,194560,False,0.439,0.947,7,-3.491,1,0.122,0.00667,7.36e-06,0.364,0.671,88.219,4,grunge
119,73Wii1V5rmPCz5h7GP4IVd,The Dream Syndicate,Ultraviolet Battle Hymns and True Confessions,The Chronicles of You,22,172146,False,0.286,0.611,11,-6.959,0,0.035,0.266,0.766,0.105,0.508,157.84,4,power-pop
120,5C0Au1hBTKTzQLrfwgcocT,Oliver Cheatham,Diversión para los peques,Get Down Saturday Night,0,241906,False,0.865,0.611,11,-11.571,0,0.0573,0.226,0.082,0.0572,0.963,116.545,4,disco
